case_type,location,urgency_level,budget,preferred_language,case_complexity_score,specialization,city,experience,success_rate,rating,consultation_fee,availability,match
Tax,Hyderabad,3,31718,Bengali,0.6147445740430066,Tax,Delhi,13.3839644129293,0.5555696207129223,3.9588855076914897,11334,1,1
Corporate,Mumbai,4,27049,English,0.3515767566330268,Tax,Mumbai,11.710163463147765,0.6676718650644381,4.448659384755015,8252,1,0
Contract,Hyderabad,2,9742,English,0.6593622367830394,Corporate,Mumbai,1.9607168559111674,0.8260172725372685,4.094190862733101,19845,1,0
Criminal,Chennai,4,19933,Telugu,0.26996991112585966,Tax,Hyderabad,0.9524856064833216,0.8442780036656867,4.117614807999049,21868,1,0
Corporate,Mumbai,4,22400,Tamil,0.7013373800726876,Corporate,Delhi,8.842926048673029,0.5599534815558341,4.761785484255745,2612,0,1
Corporate,Hyderabad,1,19201,Telugu,0.6092761762172885,Criminal,Chennai,5.569964257712915,0.6893945252207025,3.1002475982000215,14725,1,0
Corporate,Mumbai,5,19695,Hindi,0.14047431470835886,Criminal,Kolkata,11.312033482989111,0.7170507051948964,5.0,16706,1,0
Tax,Bengaluru,1,32537,Kannada,0.5523144920360306,Corporate,Delhi,6.831639295446095,0.913269004528219,3.206542101226179,22262,1,0
Fraud,Chennai,3,13945,Tamil,0.6891326925586245,Tax,Kolkata,3.6587898497454763,0.8410994108440422,3.262866978315466,13200,1,0
Property,Mumbai,3,26392,English,0.8467710503812186,Corporate,Hyderabad,9.73189299339333,0.7178115531652015,3.9273227590921125,9479,1,0
Fraud,Pune,3,22531,Marathi,0.17195841843143,Criminal,Kolkata,0.0,0.6345901445645277,3.673184336162026,10147,1,1
Property,Chennai,1,13139,Telugu,0.16562307527582779,Civil,Delhi,1.359424781159074,0.8847517515059189,5.0,26128,1,0
Fraud,Mumbai,2,11387,Kannada,0.4201838171323472,Tax,Pune,2.816339967712092,0.7816117938358664,3.525720543361945,26493,0,0
Divorce,Bengaluru,1,6389,Telugu,0.5407585021061716,Corporate,Mumbai,0.0,0.5358748448599022,3.649350199647695,16517,1,0
Divorce,Kolkata,5,23884,Marathi,0.5653027653231018,Tax,Mumbai,9.814844998376941,0.8134128739243356,4.03923450978569,22289,1,0
Criminal,Chennai,1,19494,Hindi,0.11274922690867224,Tax,Chennai,3.727092758124007,0.6643872947003526,5.0,18006,1,0
Divorce,Mumbai,3,13393,Hindi,0.1343170945341964,Tax,Pune,9.17709028053535,0.6559739618747156,4.766684933209682,9984,0,0
Corporate,Delhi,2,4991,English,0.1807863194045665,Tax,Mumbai,11.731297494208874,0.48166604459424456,4.222990100574172,12757,1,0
Criminal,Bengaluru,1,23461,Marathi,0.07564087537273184,Criminal,Delhi,14.337341499162967,0.6598468162085751,3.3472313120378505,11288,0,0
Criminal,Kolkata,2,18610,Marathi,0.07793187784830775,Tax,Delhi,11.990183765032562,0.7886476569439562,3.040858174380414,14669,1,0
Corporate,Kolkata,5,14290,Kannada,0.26257942604995066,Corporate,Delhi,0.0,0.7621000338629869,3.5102454074114418,20190,0,0
Property,Kolkata,3,12287,Kannada,0.4414112173412101,Civil,Kolkata,3.486650813320928,0.9578440985865212,2.910778438645462,15596,1,1
Tax,Pune,5,18091,English,0.35654197483082106,Civil,Chennai,0.0,0.5601355116523653,3.3522182583006606,16848,1,0
Criminal,Bengaluru,5,23759,Telugu,0.2660437769947843,Criminal,Pune,3.4123397440444823,0.7648983027868934,2.939837134394306,9455,1,0
Contract,Bengaluru,3,17360,Bengali,0.07358008998307622,Criminal,Mumbai,15.328379879603126,0.8240821014712989,4.314463622377045,17504,0,0
Divorce,Pune,5,10491,Telugu,0.6239087351378187,Criminal,Bengaluru,9.490384930614942,0.6726712561735201,3.3376959181349357,21928,1,0
Divorce,Pune,2,19535,English,0.6397026148363832,Corporate,Mumbai,12.974114880529907,0.7187482845128079,4.686282815128038,13310,1,0
Fraud,Bengaluru,3,28364,Marathi,0.2085848034116912,Corporate,Pune,1.320320845729289,0.7881136063936762,4.174447986959823,4672,1,0
Property,Hyderabad,4,20322,English,0.6202539131296364,Corporate,Hyderabad,6.969111058481298,0.754792142483292,4.070136406708541,7140,1,0
Tax,Kolkata,3,20547,Kannada,0.7145766186805153,Tax,Delhi,10.986772609837683,0.7238862313351835,4.4935543583150475,8021,1,1
Property,Hyderabad,5,17394,Marathi,0.5543213238423678,Criminal,Chennai,2.9613740700361966,0.5805443656662455,3.8405552138650285,18889,1,0
Property,Delhi,1,12882,Marathi,0.4169662425759398,Criminal,Kolkata,6.880790049658794,0.6168492175628526,4.1435873580325815,12188,1,0
Tax,Chennai,3,12616,English,0.4931214895616071,Tax,Bengaluru,12.72671750716276,0.738045084861708,3.5434441785372734,16535,1,1
Criminal,Kolkata,4,6705,Bengali,0.16980054054571025,Tax,Mumbai,13.005318797244765,0.7055138943220131,4.692815103415876,13312,1,0
Property,Hyderabad,2,29449,English,0.234390802158671,Civil,Kolkata,10.642860173812622,0.5191478057677592,4.898166888219359,23431,0,0
Fraud,Chennai,5,23699,Marathi,0.22311301183359755,Tax,Pune,7.803256794762522,0.7579796839708843,3.819959483693729,21570,1,0
Corporate,Delhi,2,20659,English,0.7717847072587425,Criminal,Hyderabad,8.548954335565519,0.7639812664464004,4.867623159240185,17715,0,0
Contract,Hyderabad,2,22364,Tamil,0.2110912906564804,Corporate,Hyderabad,2.4160692521129477,0.4746097218307342,4.062630940469359,16533,1,1
Tax,Mumbai,2,22716,Bengali,0.8392821975890716,Tax,Hyderabad,17.39460341319217,0.7558627814058878,4.519462614574032,19850,1,1
Tax,Delhi,4,14123,Hindi,0.7136782801217301,Civil,Mumbai,1.564993447990803,0.48002297112057885,4.050475659899053,7831,1,0
Tax,Kolkata,1,17397,English,0.6212980000204159,Tax,Pune,14.478100423231634,0.8614731889830413,3.961216462214083,15750,1,1
Divorce,Delhi,1,16206,English,0.7001991427006056,Tax,Mumbai,0.0,0.6979120266942832,3.798037144341463,10235,1,0
Property,Kolkata,4,40091,Telugu,0.5027292162105687,Family,Pune,6.634606515314535,0.7981381848631453,4.428667645788729,28621,1,0
Corporate,Pune,2,28161,Telugu,0.2222407709277836,Criminal,Delhi,9.885421507814225,0.8625210648800018,3.365934306110367,8941,0,0
Divorce,Pune,1,21343,Hindi,0.10004200990314469,Tax,Hyderabad,4.349038742650791,0.757658851312831,4.223955474941526,16708,1,0
Fraud,Pune,2,30927,Tamil,0.26596321164284475,Family,Chennai,0.48059650518315067,0.9046208080737753,4.701330975489036,20107,1,0
Property,Bengaluru,2,29917,Telugu,0.14772763619546775,Tax,Pune,3.873133358216486,0.7527700254421487,3.475412001718794,15666,1,0
Tax,Pune,1,8955,Kannada,0.7023160694369976,Corporate,Delhi,6.745956137390221,0.5141323626131477,4.563786075790457,16147,1,0
Divorce,Mumbai,5,18217,Telugu,0.313142295471406,Civil,Chennai,8.829407695902596,0.7057910813485088,4.77845575433663,13653,1,0
Property,Pune,1,19869,Telugu,0.26364706795601156,Criminal,Pune,7.3880678151984664,0.8343773858342511,3.5867055699465844,10450,1,0
Property,Hyderabad,3,24892,Bengali,0.27715268607790144,Tax,Delhi,8.619444528658084,0.7233028713320581,3.9265516042706485,14201,1,0
Property,Pune,2,18208,Marathi,0.6814879442814825,Tax,Delhi,9.661263069799329,0.5106749625798916,3.652527629987804,23460,1,0
Corporate,Bengaluru,2,19211,Marathi,0.04935530031942794,Corporate,Bengaluru,11.34828935455536,0.73213134044397,4.177257747125457,20657,1,1
Fraud,Pune,1,16309,Telugu,0.46685284480421163,Civil,Kolkata,5.687210350277113,0.9010508291569265,3.427899853572193,17143,1,0
Tax,Bengaluru,5,28391,Bengali,0.5124997463869396,Criminal,Delhi,9.695592145105067,0.8582567807853864,4.607378542275234,26063,0,0
Property,Delhi,5,8453,Telugu,0.13222582029784488,Tax,Mumbai,2.1167066534830443,0.6862831728153331,3.705321388129921,29328,1,0
Corporate,Delhi,1,16581,Marathi,0.3401867832996029,Family,Chennai,0.0,0.5507396416356459,3.439581219945195,18735,1,0
Contract,Bengaluru,1,5250,Marathi,0.17321461002395422,Family,Hyderabad,5.668430112466338,0.7744503325937223,4.363064113496407,12450,1,0
Contract,Chennai,5,11762,Telugu,0.33026732731730374,Family,Chennai,23.52553453163989,0.9043316703050194,3.4690696097901297,15002,1,0
Criminal,Delhi,3,22537,Kannada,0.6309733875786065,Civil,Delhi,7.93230936144024,0.6218943546581119,4.065418620192033,15746,1,0
Property,Chennai,1,22689,Hindi,0.31441603331292695,Corporate,Delhi,12.20082195644638,0.7470433303721958,4.755673287977043,5655,1,0
Corporate,Chennai,1,17494,Telugu,0.3913904099815426,Criminal,Mumbai,13.931777780106241,0.45615620530136175,4.610215409118276,15537,1,0
Criminal,Mumbai,3,28991,Tamil,0.05192712660953281,Family,Delhi,6.4421112816530925,0.8424989310127472,4.7077518624661225,9488,1,0
Tax,Bengaluru,3,30832,Kannada,0.12984912862295978,Tax,Delhi,15.428697262302075,0.595776849807024,3.925880838240416,11390,0,0
Contract,Delhi,4,19446,Telugu,0.2891544530921702,Corporate,Kolkata,10.475108431570517,0.7848610098055709,4.057434637969446,16017,0,0
Contract,Mumbai,1,22003,Kannada,0.09688018193481933,Criminal,Mumbai,13.457900429032883,0.5181554931424079,4.372108211843129,17138,0,0
Tax,Delhi,2,16379,Kannada,0.35892878878445733,Civil,Delhi,8.984083235177573,0.43247923180870806,3.914488242173904,9740,1,0
Contract,Hyderabad,2,25015,Bengali,0.30651928692248476,Family,Delhi,9.263174403096635,0.8494183356777304,4.435272793729497,2995,1,0
Tax,Bengaluru,3,10447,English,0.821604056913451,Civil,Mumbai,15.12659842249436,0.8130197525228122,3.2883421594282245,15496,0,0
Divorce,Pune,2,34366,Tamil,0.1518248199728866,Corporate,Mumbai,5.562739363896121,0.7876970821226024,4.054892672222983,15670,0,0
Fraud,Kolkata,2,29119,Kannada,0.34021043069486856,Criminal,Chennai,9.66163628155665,0.8642316023188283,4.796241547513291,30382,1,0
Divorce,Mumbai,5,10408,Telugu,0.016138894136814706,Corporate,Chennai,8.481351740333055,0.7996944345121609,3.8888848667882976,15225,1,0
Divorce,Chennai,3,13687,Telugu,0.2427896180207037,Corporate,Hyderabad,8.698533203093524,0.6695748361056624,4.1104834376919515,17833,0,0
Corporate,Chennai,3,23369,Kannada,0.6389850437439953,Family,Kolkata,11.50737494104699,0.6919691577527046,5.0,12653,1,0
Property,Pune,1,17293,Tamil,0.293278361987066,Civil,Chennai,9.696459976374186,0.7694472133668492,3.720438659345053,10964,1,0
Fraud,Bengaluru,1,24356,Tamil,0.4711871017334036,Criminal,Pune,7.709899929142898,0.8001051506704915,4.030503248260277,22887,1,1
Corporate,Pune,4,17124,Bengali,0.39229513761890095,Civil,Pune,16.491710167378628,0.7187037286939897,2.9881357611470483,7124,0,0
Contract,Pune,5,32198,Telugu,0.19516116567820815,Corporate,Mumbai,10.020406293098894,0.7155774556040161,4.334892857584454,14143,0,0
Tax,Hyderabad,3,20066,Hindi,0.28567205743064944,Civil,Chennai,4.898909618187847,0.9196809695305851,4.486404370614924,27352,1,0
Criminal,Delhi,1,39364,English,0.20179507674062702,Criminal,Pune,8.138436785229999,0.7478722425093413,4.449376529977114,19914,1,1
Fraud,Bengaluru,3,24821,English,0.19031487560935365,Civil,Hyderabad,8.11744587154691,0.9196776347106796,5.0,19908,0,0
Fraud,Chennai,2,9204,Tamil,0.12298573375468907,Civil,Mumbai,5.328659393881383,0.6274191274941733,4.430175195986344,13257,0,0
Criminal,Chennai,1,36691,Hindi,0.5184284551621796,Tax,Kolkata,5.849422531131001,0.7364103044486202,4.058504683349125,10494,1,0
Divorce,Mumbai,1,28789,English,0.7104450887875597,Family,Bengaluru,7.50929919207608,0.9197324836897767,4.545248103865595,15608,0,1
Corporate,Bengaluru,3,23041,Telugu,0.6788511825048751,Criminal,Pune,10.588926748003347,0.6576052182326676,3.8143285351896665,9907,1,0
Fraud,Pune,3,25173,Hindi,0.15563229606827086,Criminal,Chennai,2.4140079193911665,0.7398960458797635,4.4658370914783365,21159,1,1
Property,Hyderabad,3,10487,Tamil,0.5236653071048697,Civil,Kolkata,10.91517284025568,0.5917063882570462,5.0,12560,1,1
Contract,Bengaluru,4,5564,English,0.5153215550549006,Criminal,Bengaluru,7.03529643157658,0.7541911656039525,5.0,11760,1,0
Fraud,Kolkata,2,19666,Bengali,0.5056548119472282,Tax,Pune,2.630233899944053,0.8194624947245795,5.0,27826,1,0
Property,Bengaluru,2,31030,Bengali,0.4952976227005407,Civil,Chennai,10.651697256819254,0.7403890308570397,4.332683522758429,18851,0,0
Contract,Kolkata,4,23165,Bengali,0.3937898209264197,Tax,Kolkata,9.61657998945522,0.7454869917196078,3.579354208232513,8358,1,0
Property,Delhi,1,33673,Hindi,0.39989666063560186,Family,Bengaluru,10.930334586673123,0.7811614847558213,3.88484554220479,16831,0,0
Contract,Hyderabad,1,30569,Marathi,0.4118559907827106,Tax,Kolkata,13.604765456513398,0.6943297221742315,5.0,13635,1,0
Property,Bengaluru,5,20164,English,0.21466146989961385,Corporate,Hyderabad,17.231764526341514,0.5418892981239642,3.979071378353764,9895,1,0
Corporate,Mumbai,2,29470,Marathi,0.19164968083429915,Criminal,Mumbai,8.484673171405126,0.7035330342890083,4.830669430736154,11253,0,0
Criminal,Hyderabad,1,32180,Marathi,0.7038846010192471,Civil,Delhi,6.719382742036462,0.680155000458381,3.5785826008741175,20463,0,0
Property,Mumbai,4,19358,Hindi,0.3586754273822741,Criminal,Kolkata,7.478743502294465,0.6790701867738371,4.359924168683255,16542,0,0
Criminal,Kolkata,3,18289,Tamil,0.6247810891135828,Civil,Mumbai,6.3186623602793786,0.6894242429391776,4.478430760674897,14989,0,0
Criminal,Pune,1,21123,Bengali,0.21971361024298824,Corporate,Mumbai,5.353051148142059,0.8955814149228616,3.719179159679367,7277,1,0
Tax,Mumbai,5,3000,Hindi,0.7059509548923192,Family,Bengaluru,8.176693993382829,0.5940649714899824,3.3553285630485945,23691,0,0
Property,Bengaluru,2,22243,Tamil,0.6696151462427335,Civil,Kolkata,0.45457659078627444,0.8637149932387983,3.708025564543814,6518,1,1
Criminal,Delhi,4,25763,Telugu,0.48147474014067726,Civil,Kolkata,12.281828471569934,0.9192649954967147,4.6588287130706885,11906,1,0
Tax,Mumbai,4,21156,Hindi,0.3374421305204365,Corporate,Pune,9.876024411038818,0.7556823180851571,4.955523625007857,4113,1,0
Criminal,Kolkata,5,22757,Kannada,0.7345124557579689,Civil,Pune,15.681729267896593,0.8237099741876989,3.723513194703819,17955,1,0
Property,Pune,4,19652,Bengali,0.5622974440681141,Criminal,Pune,3.796322205654258,0.9036912363231949,3.647625242147618,11180,0,0
Criminal,Delhi,4,4023,Tamil,0.12907724719863195,Criminal,Delhi,15.28467446171258,0.6503323684432951,3.501040372783858,18096,1,0
Divorce,Delhi,1,33300,Tamil,0.3187699502705953,Civil,Mumbai,12.84178037795312,0.6925813069062401,4.8201193294036955,13441,1,0
Contract,Pune,5,17057,Tamil,0.2715835861479205,Family,Bengaluru,3.3537013488674896,0.7861597941113965,3.7634864911215034,16662,1,0
Corporate,Chennai,1,15057,Hindi,0.3172623850106214,Civil,Delhi,2.6361840773475116,0.7881907930134713,3.2021213455782562,15279,0,0
Corporate,Delhi,2,30863,Hindi,0.2989950154749446,Family,Kolkata,9.780454235584717,0.8854290244609393,3.9530748573789043,9158,1,0
Corporate,Delhi,3,27829,Marathi,0.28440124627401275,Family,Mumbai,11.016059305783052,0.8843539645250682,3.664457003915599,19897,1,0
Divorce,Chennai,2,22184,Kannada,0.33337263106501047,Tax,Pune,12.044874602451657,0.6790508671651019,4.929045546713194,16822,1,0
Corporate,Chennai,3,26154,Hindi,0.1860670755294458,Criminal,Delhi,4.9617824224249,0.4482818133155149,4.586422836864056,33297,1,0
Tax,Hyderabad,1,10760,English,0.3825000477743365,Family,Bengaluru,20.09957913940694,0.7988088239975042,4.259162770021205,4764,1,0
Corporate,Chennai,3,19352,Hindi,0.28819660453896523,Criminal,Kolkata,2.4966312772164123,0.6779820909089966,4.958109160240825,21359,1,0
Property,Chennai,2,30358,Tamil,0.6962327636095664,Corporate,Mumbai,13.9458719382075,0.8581847202454348,4.223770342014771,23220,0,0
Tax,Mumbai,4,14582,Hindi,0.5125964563528005,Corporate,Chennai,0.0,0.5806940023659379,3.921535962776724,11383,1,0
Divorce,Delhi,3,12013,Marathi,0.4760594733186584,Tax,Chennai,4.191582872526915,0.6995876757643795,3.6043230897938194,18288,1,0
Corporate,Delhi,4,20628,Kannada,0.7205799312169013,Civil,Kolkata,12.53134910765375,0.825878156075866,3.8885972439282352,22519,1,0
Corporate,Delhi,1,20816,Hindi,0.2985226326438306,Corporate,Hyderabad,16.84770932002747,0.8663929802738765,3.203874033306072,23111,1,1
Corporate,Kolkata,5,25180,Telugu,0.5713633842495998,Corporate,Bengaluru,13.711333164710037,0.9008420876627689,4.903447469997547,5696,1,1
Tax,Chennai,2,8974,English,0.21848166639277536,Tax,Kolkata,7.296325377610269,0.7542240750733153,3.7091314844019325,16786,0,0
Fraud,Chennai,2,3000,English,0.08641154329291019,Family,Hyderabad,2.3431254978758274,0.6447731926728414,3.1831273673820077,26076,1,0
Tax,Mumbai,3,27369,Marathi,0.264194658681829,Family,Delhi,14.474672824006326,0.6135105305907652,4.726443947272818,21720,1,0
Divorce,Kolkata,1,11336,Telugu,0.4600841914158278,Family,Delhi,7.226459841358303,0.7609300392066106,4.033064353268488,15815,1,0
Criminal,Hyderabad,5,15120,Bengali,0.19762148055878587,Criminal,Hyderabad,15.3587316895752,0.7649417522807681,2.9761063326352684,16941,0,1
Contract,Chennai,2,3000,Hindi,0.19604036414838677,Civil,Delhi,13.84476601951172,0.8822596592654035,3.2556984480949653,16797,1,0
Property,Mumbai,5,28183,Telugu,0.6838587131708993,Tax,Chennai,10.760879026726599,0.8655898455225073,3.355534100992661,17647,1,0
Property,Pune,1,22802,Tamil,0.1381926334470951,Family,Delhi,4.0668648903246005,0.8454033857989094,3.138855160999853,12653,1,0
Criminal,Delhi,5,22481,Hindi,0.34963074285125356,Criminal,Chennai,4.369333042263045,0.734223064002823,3.8695571894212337,8668,1,1
Contract,Delhi,2,22427,Tamil,0.6695718599103261,Family,Bengaluru,11.14144587779762,0.7363351142982136,4.606146290972941,12119,0,0
Contract,Hyderabad,4,3518,English,0.35256325593179416,Tax,Chennai,8.932500069593468,0.8116768004575461,4.197376662247428,14961,1,0
Divorce,Pune,5,12118,English,0.4128632618931444,Civil,Mumbai,17.597419853625713,0.8324554648195185,2.9923181315078953,12156,1,0
Contract,Delhi,1,16386,Bengali,0.49105878086914184,Tax,Kolkata,11.250282960236866,0.7917545424472793,3.711397838211748,13116,1,0
Tax,Mumbai,2,14010,Hindi,0.1431445829247422,Tax,Delhi,10.83099987266825,0.7517669337844773,4.334724224493583,21625,1,0
Divorce,Pune,5,17827,English,0.161404150157609,Family,Kolkata,15.964294163990981,0.9295865543906523,3.969689862230481,17051,1,1
Corporate,Hyderabad,1,21969,Hindi,0.1632592113394132,Family,Kolkata,5.032943881362405,0.59257830113564,4.350602757178844,14382,1,0
Corporate,Chennai,1,28051,Telugu,0.47958793658692395,Civil,Bengaluru,10.838887549109948,0.830250372240308,4.167371791003372,17522,0,0
Tax,Mumbai,3,8158,Tamil,0.282965170485135,Tax,Delhi,3.9655613448336346,0.6103728321035821,3.445637258466407,10483,1,0
Property,Hyderabad,1,19929,Marathi,0.34766121841164055,Tax,Kolkata,12.728622969273923,0.628183127737819,3.3437971873334407,14692,0,0
Corporate,Hyderabad,5,25692,Marathi,0.6276121391408699,Corporate,Chennai,16.161336307425252,0.6248870491843062,3.9920953875299383,16503,1,1
Criminal,Mumbai,5,12607,Telugu,0.7098414978146186,Tax,Delhi,9.213627436475356,0.7034631864608352,3.6880495263899604,11521,1,0
Divorce,Kolkata,1,18457,Hindi,0.3887543401185963,Family,Chennai,0.0,0.8158540847925267,4.207613286886775,21156,1,1
Criminal,Chennai,1,23732,English,0.354489826863497,Corporate,Bengaluru,13.328049825896532,0.839155507366478,4.733992577686561,14374,1,0
Criminal,Kolkata,4,20089,Hindi,0.40722442177995904,Corporate,Mumbai,15.827604797399495,0.5094679117622208,4.744519603960388,11958,1,0
Criminal,Mumbai,3,25393,English,0.4893425515281878,Criminal,Mumbai,4.556792555283181,0.8121712000006696,3.3313318139316435,10430,0,1
Contract,Pune,5,20757,English,0.3271251488694863,Criminal,Chennai,4.933688471625818,0.5484919956425283,3.793615357034613,10796,1,0
Criminal,Hyderabad,5,17505,Telugu,0.6164389610817314,Corporate,Bengaluru,13.175583302533957,0.8014816584106726,3.4416542304130666,9097,1,0
Criminal,Hyderabad,3,10618,Kannada,0.14943440442999523,Family,Mumbai,3.660349803909666,0.6960344535686712,4.47089941902296,21370,0,0
Tax,Hyderabad,2,21977,Marathi,0.14060294790384203,Criminal,Hyderabad,2.70466631499664,0.9007633295166402,4.298647970861986,17310,1,0
Fraud,Kolkata,4,20799,Telugu,0.1901020993505466,Family,Hyderabad,3.780516321705468,0.5675455047488139,4.911058586136198,15345,1,0
Corporate,Bengaluru,4,12057,Telugu,0.2294557027151595,Tax,Hyderabad,6.041691451564906,0.9323348814118892,3.774915418072229,13592,1,0
Contract,Pune,3,24656,Kannada,0.4819306067087784,Family,Pune,12.018565354480085,0.8251792783666152,3.8563956549870806,6446,1,0
Property,Kolkata,2,30143,Kannada,0.603573392728137,Family,Bengaluru,9.077581725511429,0.8382734698447164,3.838727609698962,18875,1,0
Criminal,Delhi,2,14719,Kannada,0.4929725717800266,Criminal,Pune,13.059850783228,0.36781265715040906,4.384746198544151,10100,1,1
Criminal,Pune,3,14178,Hindi,0.1934355989081518,Civil,Chennai,11.153427967994972,0.7424247270580017,4.33761717382803,7231,1,0
Contract,Chennai,3,13886,English,0.6532558935246617,Family,Mumbai,15.043233871806772,0.6634317256570678,3.395620174221401,21251,1,0
Fraud,Chennai,3,6570,Tamil,0.3741961013713732,Corporate,Delhi,13.53732010567001,0.5854339961728445,3.0311164197847704,15782,1,0
Fraud,Bengaluru,1,36035,Telugu,0.6765858723845604,Criminal,Hyderabad,2.749470027964243,0.8081148299957834,3.9647448324929493,1000,1,0
Corporate,Chennai,5,16408,Hindi,0.265142064307766,Corporate,Delhi,6.5595467044678815,0.6896348331614987,3.3910151070487076,8384,1,1
Contract,Hyderabad,4,13132,Bengali,0.2488550501919888,Civil,Kolkata,14.683868709466925,0.8927315215956907,3.855604218549468,21392,1,0
Criminal,Hyderabad,5,10985,Hindi,0.5186676307382954,Family,Kolkata,10.32052398270131,0.8834618532711183,4.32676360974179,15458,1,0
Contract,Chennai,5,16896,Hindi,0.13611203797371893,Corporate,Kolkata,5.663571700084158,0.7551919135784435,3.3517085595245324,10738,1,0
Tax,Chennai,4,14438,Marathi,0.44354817516277995,Family,Pune,6.416485308385376,0.8049110620109353,3.4548028183034605,17949,1,0
Tax,Pune,2,31504,Tamil,0.469988821220641,Family,Delhi,12.63242205546825,0.6613382256651347,3.999187692549988,8600,0,0
Contract,Bengaluru,4,10010,Hindi,0.4255993177642119,Tax,Pune,6.443106136270641,0.5724529223685901,5.0,13828,0,0
Fraud,Mumbai,3,7691,Tamil,0.36460592750536847,Corporate,Bengaluru,13.953291933212927,0.8050685599337601,3.7312027512642163,29266,0,0
Contract,Delhi,5,24414,Telugu,0.23285746948238858,Tax,Pune,7.231674957123229,0.6813894886031354,4.439080892375991,27451,1,0
Fraud,Chennai,2,19142,Hindi,0.2562800486727886,Tax,Delhi,15.694311758455353,0.8179095259190245,3.250010529762105,12124,1,0
Contract,Kolkata,1,18216,Kannada,0.5357808361203432,Family,Pune,14.081268957466197,0.7113290328992653,4.954768479964246,15238,1,0
Criminal,Chennai,1,24477,Marathi,0.22483955562752564,Criminal,Delhi,5.375800207084879,0.5217952835125056,3.9747049951219156,18954,1,0
Fraud,Bengaluru,1,21093,English,0.6073761853189561,Family,Bengaluru,12.079626783954886,0.7641693027085255,4.1281258187310526,21457,1,0
Corporate,Pune,4,19625,English,0.49853732116211774,Corporate,Chennai,1.327954388498827,0.69030180981247,3.6778616336975665,12720,0,0
Divorce,Delhi,1,8754,Bengali,0.2416442637768961,Corporate,Mumbai,8.461745200577868,0.7630687974386742,3.8636736163103116,12809,1,0
Criminal,Kolkata,1,6655,Hindi,0.24396230497572408,Civil,Mumbai,8.055433791594822,0.9652034361556252,5.0,13144,0,0
Corporate,Bengaluru,2,14396,English,0.30073836042039337,Corporate,Chennai,0.0,0.8114322972664517,3.647578144910645,7543,1,1
Corporate,Pune,4,11325,Kannada,0.15405418014446906,Criminal,Hyderabad,0.0,0.7195129886839354,3.8709309995359957,8645,1,0
Corporate,Pune,3,22153,Telugu,0.34763002304888346,Criminal,Hyderabad,14.057824948157341,0.7545476492139318,4.176895907623954,14713,1,0
Property,Bengaluru,2,5610,Bengali,0.6841159281631336,Corporate,Pune,7.864487713454022,0.9092175253009014,4.110036359739819,11161,1,0
Contract,Hyderabad,2,16422,Bengali,0.668397531884583,Family,Kolkata,8.815883411617941,0.6033610809944502,3.969423925736664,12908,1,0
Criminal,Bengaluru,5,18615,English,0.04013589373381323,Civil,Mumbai,6.562026492527836,0.6784928297466304,4.023792311185009,18834,0,0
Fraud,Hyderabad,3,19682,Hindi,0.10111294978095406,Family,Hyderabad,14.336027856498326,0.803672847864069,4.768385355530855,15648,1,0
Divorce,Bengaluru,2,23191,Kannada,0.4853486703512538,Tax,Delhi,0.5164295320568613,0.4589843404142419,4.505947422934103,12875,0,0
Fraud,Bengaluru,4,17387,Telugu,0.5902258975200655,Civil,Pune,12.233941673130815,0.8863183953480581,3.8111561768347624,24159,1,0
Property,Chennai,2,14660,English,0.3366459511885307,Corporate,Kolkata,17.896879793337746,0.7576224635890646,4.196034340848137,20814,1,0
Fraud,Delhi,2,29955,Tamil,0.3654639710090117,Civil,Delhi,3.9896652021249706,0.5561233994222168,4.5598944651659,14422,0,0
Contract,Hyderabad,4,17439,Kannada,0.1090315915971068,Tax,Bengaluru,3.1685944104525063,0.8456279506790175,4.124186419795658,10279,0,0
Divorce,Bengaluru,2,31353,Bengali,0.6866575316597084,Corporate,Kolkata,9.942196442473895,0.677139858975503,3.2017267694979425,16644,1,0
Criminal,Bengaluru,3,17398,Telugu,0.5305144984038989,Corporate,Mumbai,11.260225567688362,0.8763877135473489,4.909961454002257,13623,1,0
Property,Chennai,4,19869,Marathi,0.8751264870413288,Tax,Mumbai,1.5942238408538332,0.7328325420181486,3.1612941928321097,11774,1,0
Tax,Pune,2,18890,Tamil,0.443842274209884,Corporate,Mumbai,6.218939734680868,0.5714546784192593,5.0,11959,1,0
Criminal,Pune,1,21849,Kannada,0.2616900441229606,Corporate,Pune,15.597553750830546,0.6425210129046585,4.012687658657876,15912,0,0
Property,Chennai,5,16641,Bengali,0.25096439560328376,Civil,Mumbai,17.57539011600761,0.6353264159005538,5.0,12305,0,1
Corporate,Hyderabad,2,20769,Marathi,0.18162354873845382,Criminal,Hyderabad,7.189616930771006,0.5953294542128281,3.7768823717522713,11444,0,0
Divorce,Kolkata,2,32246,Kannada,0.6891477285050873,Civil,Kolkata,8.66421212862475,0.6202645450085881,4.516214177301678,16054,0,0
Divorce,Chennai,3,28390,Marathi,0.35451521772307765,Corporate,Pune,9.602676850585928,0.7608030844654124,3.311232241602433,19687,1,0
Tax,Bengaluru,1,28445,Hindi,0.2057311316443061,Civil,Pune,0.0,0.8294930281956155,4.217594645189687,38641,1,0
Criminal,Kolkata,1,9264,Marathi,0.5055738731247044,Criminal,Bengaluru,4.23933842343109,0.6490627334019177,3.498785224824174,12979,1,1
